Error,d,Clase
0.11629999999999996,16,Bayes - Test diagonal
0.07599999999999996,16,Bayes - Train paralelo
0.11140000000000005,16,Bayes - Test paralelo
0.09599999999999997,16,Bayes - Train diagonal
0.11729999999999996,16,Bayes - Test diagonal
0.06799999999999995,16,Bayes - Train paralelo
0.10899999999999999,16,Bayes - Test paralelo
0.06000000000000005,16,Bayes - Train diagonal
0.11570000000000003,16,Bayes - Test diagonal
0.07999999999999996,16,Bayes - Train paralelo
0.10719999999999996,16,Bayes - Test paralelo
0.11199999999999999,16,Bayes - Train diagonal
0.11780000000000002,16,Bayes - Test diagonal
0.10799999999999998,16,Bayes - Train paralelo
0.10799999999999998,16,Bayes - Test paralelo
0.08399999999999996,16,Bayes - Train diagonal
0.1149,16,Bayes - Test diagonal
0.07599999999999996,16,Bayes - Train paralelo
0.10819999999999996,16,Bayes - Test paralelo
0.12,16,Bayes - Train diagonal
0.11609999999999998,16,Bayes - Test diagonal
0.09599999999999997,16,Bayes - Train paralelo
0.10909999999999997,16,Bayes - Test paralelo
0.10799999999999998,16,Bayes - Train diagonal
0.11209999999999998,16,Bayes - Test diagonal
0.040000000000000036,16,Bayes - Train paralelo
0.10840000000000005,16,Bayes - Test paralelo
0.07599999999999996,16,Bayes - Train diagonal
0.11650000000000005,16,Bayes - Test diagonal
0.08399999999999996,16,Bayes - Train paralelo
0.10980000000000001,16,Bayes - Test paralelo
0.08799999999999997,16,Bayes - Train diagonal
0.12019999999999997,16,Bayes - Test diagonal
0.08799999999999997,16,Bayes - Train paralelo
0.1068,16,Bayes - Test paralelo
0.06799999999999995,16,Bayes - Train diagonal
0.11460000000000004,16,Bayes - Test diagonal
0.07599999999999996,16,Bayes - Train paralelo
0.10940000000000005,16,Bayes - Test paralelo
0.09599999999999997,16,Bayes - Train diagonal
0.12090000000000001,16,Bayes - Test diagonal
0.08799999999999997,16,Bayes - Train paralelo
0.11180000000000001,16,Bayes - Test paralelo
0.07999999999999996,32,Bayes - Train diagonal
0.11629999999999996,32,Bayes - Test diagonal
0.052000000000000046,32,Bayes - Train paralelo
0.11050000000000004,32,Bayes - Test paralelo
0.07199999999999995,32,Bayes - Train diagonal
0.10940000000000005,32,Bayes - Test diagonal
0.09599999999999997,32,Bayes - Train paralelo
0.11509999999999998,32,Bayes - Test paralelo
0.06000000000000005,32,Bayes - Train diagonal
0.11980000000000002,32,Bayes - Test diagonal
0.07999999999999996,32,Bayes - Train paralelo
0.118,32,Bayes - Test paralelo
0.07599999999999996,32,Bayes - Train diagonal
0.12160000000000004,32,Bayes - Test diagonal
0.07199999999999995,32,Bayes - Train paralelo
0.12090000000000001,32,Bayes - Test paralelo
0.06399999999999995,32,Bayes - Train diagonal
0.11950000000000005,32,Bayes - Test diagonal
0.07199999999999995,32,Bayes - Train paralelo
0.122,32,Bayes - Test paralelo
0.07999999999999996,32,Bayes - Train diagonal
0.11339999999999995,32,Bayes - Test diagonal
0.08399999999999996,32,Bayes - Train paralelo
0.12080000000000002,32,Bayes - Test paralelo
0.08799999999999997,32,Bayes - Train diagonal
0.1119,32,Bayes - Test diagonal
0.12,32,Bayes - Train paralelo
0.12839999999999996,32,Bayes - Test paralelo
0.06399999999999995,32,Bayes - Train diagonal
0.11509999999999998,32,Bayes - Test diagonal
0.08799999999999997,32,Bayes - Train paralelo
0.12749999999999995,32,Bayes - Test paralelo
0.07599999999999996,32,Bayes - Train diagonal
0.11370000000000002,32,Bayes - Test diagonal
0.08399999999999996,32,Bayes - Train paralelo
0.11970000000000003,32,Bayes - Test paralelo
0.09599999999999997,32,Bayes - Train diagonal
0.11760000000000004,32,Bayes - Test diagonal
0.05600000000000005,32,Bayes - Train paralelo
0.11360000000000003,32,Bayes - Test paralelo
0.10799999999999998,32,Bayes - Train diagonal
0.11870000000000003,32,Bayes - Test diagonal
0.07599999999999996,32,Bayes - Train paralelo
0.11770000000000003,32,Bayes - Test paralelo
0.052000000000000046,32,Bayes - Train diagonal
0.1089,32,Bayes - Test diagonal
0.07199999999999995,32,Bayes - Train paralelo
0.12029999999999996,32,Bayes - Test paralelo
0.08799999999999997,32,Bayes - Train diagonal
0.12270000000000003,32,Bayes - Test diagonal
0.07199999999999995,32,Bayes - Train paralelo
0.12239999999999995,32,Bayes - Test paralelo
0.07199999999999995,32,Bayes - Train diagonal
0.10940000000000005,32,Bayes - Test diagonal
0.08399999999999996,32,Bayes - Train paralelo
0.11780000000000002,32,Bayes - Test paralelo
0.09199999999999997,32,Bayes - Train diagonal
0.11839999999999995,32,Bayes - Test diagonal
0.11199999999999999,32,Bayes - Train paralelo
0.11709999999999998,32,Bayes - Test paralelo
0.06399999999999995,32,Bayes - Train diagonal
0.11240000000000006,32,Bayes - Test diagonal
0.08799999999999997,32,Bayes - Train paralelo
0.11580000000000001,32,Bayes - Test paralelo
0.06799999999999995,32,Bayes - Train diagonal
0.11929999999999996,32,Bayes - Test diagonal
0.08399999999999996,32,Bayes - Train paralelo
0.12090000000000001,32,Bayes - Test paralelo
0.05600000000000005,32,Bayes - Train diagonal
0.11509999999999998,32,Bayes - Test diagonal
0.06399999999999995,32,Bayes - Train paralelo
0.11829999999999996,32,Bayes - Test paralelo
0.08399999999999996,32,Bayes - Train diagonal
0.11309999999999998,32,Bayes - Test diagonal
0.040000000000000036,32,Bayes - Train paralelo
0.12580000000000002,32,Bayes - Test paralelo
0.06399999999999995,32,Bayes - Train diagonal
0.11470000000000002,32,Bayes - Test diagonal
0.07199999999999995,32,Bayes - Train paralelo
0.11260000000000003,32,Bayes - Test paralelo
