Error,d,Clase
0.15159999999999996,16,Redes - Test paralelo
0.0040000000000000036,16,Redes - Train diagonal
0.14390000000000003,16,Redes - Test diagonal
0.0,16,Redes - Train paralelo
0.13749999999999996,16,Redes - Test paralelo
0.008000000000000007,16,Redes - Train diagonal
0.12009999999999998,16,Redes - Test diagonal
0.0,16,Redes - Train paralelo
0.14259999999999995,16,Redes - Test paralelo
0.0,16,Redes - Train diagonal
0.13890000000000002,16,Redes - Test diagonal
0.0,16,Redes - Train paralelo
0.16620000000000001,16,Redes - Test paralelo
0.0040000000000000036,16,Redes - Train diagonal
0.16490000000000005,16,Redes - Test diagonal
0.0,16,Redes - Train paralelo
0.17490000000000006,16,Redes - Test paralelo
0.028000000000000025,16,Redes - Train diagonal
0.12649999999999995,16,Redes - Test diagonal
0.0040000000000000036,16,Redes - Train paralelo
0.13660000000000005,16,Redes - Test paralelo
0.016000000000000014,16,Redes - Train diagonal
0.12380000000000002,16,Redes - Test diagonal
0.0,16,Redes - Train paralelo
0.14159999999999995,16,Redes - Test paralelo
0.0040000000000000036,32,Redes - Train diagonal
0.13339999999999996,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.14580000000000004,32,Redes - Test paralelo
0.0040000000000000036,32,Redes - Train diagonal
0.14229999999999998,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.15339999999999998,32,Redes - Test paralelo
0.0,32,Redes - Train diagonal
0.15769999999999995,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.14300000000000002,32,Redes - Test paralelo
0.008000000000000007,32,Redes - Train diagonal
0.1392,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.16400000000000003,32,Redes - Test paralelo
0.040000000000000036,32,Redes - Train diagonal
0.13880000000000003,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.19230000000000003,32,Redes - Test paralelo
0.0,32,Redes - Train diagonal
0.15180000000000005,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.13649999999999995,32,Redes - Test paralelo
0.01200000000000001,32,Redes - Train diagonal
0.13590000000000002,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.16400000000000003,32,Redes - Test paralelo
0.020000000000000018,32,Redes - Train diagonal
0.13660000000000005,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.14359999999999995,32,Redes - Test paralelo
0.028000000000000025,32,Redes - Train diagonal
0.14539999999999997,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.14749999999999996,32,Redes - Test paralelo
0.0,32,Redes - Train diagonal
0.14659999999999995,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.14370000000000005,32,Redes - Test paralelo
0.02400000000000002,32,Redes - Train diagonal
0.15349999999999997,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.1382,32,Redes - Test paralelo
0.0,32,Redes - Train diagonal
0.15690000000000004,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.13980000000000004,32,Redes - Test paralelo
0.04800000000000004,32,Redes - Train diagonal
0.12949999999999995,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.1473,32,Redes - Test paralelo
0.0,32,Redes - Train diagonal
0.14859999999999995,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.13980000000000004,32,Redes - Test paralelo
0.008000000000000007,32,Redes - Train diagonal
0.15200000000000002,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.16180000000000005,32,Redes - Test paralelo
0.01200000000000001,32,Redes - Train diagonal
0.132,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.16000000000000003,32,Redes - Test paralelo
0.008000000000000007,32,Redes - Train diagonal
0.15069999999999995,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.13560000000000005,32,Redes - Test paralelo
0.0040000000000000036,32,Redes - Train diagonal
0.1352,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.15859999999999996,32,Redes - Test paralelo
0.008000000000000007,32,Redes - Train diagonal
0.1321,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.1341,32,Redes - Test paralelo
0.02400000000000002,32,Redes - Train diagonal
0.14129999999999998,32,Redes - Test diagonal
0.0,32,Redes - Train paralelo
0.14800000000000002,32,Redes - Test paralelo
